method name,weight
android.permission.READ_PHONE_STATE,0.9974057161901118
Environment.getExternalStorageDirectory(),0.9960488961440874
android.permission.WRITE_EXTERNAL_STORAGE,0.9690262654998714
ConnectivityManager.getActiveNetworkInfo(),0.9661857366823385
android.permission.INTERNET,0.9019404093239451
android.intent.action.MAIN,0.8911864143664401
JSONObject.getInt(java.lang.String),0.8855038116456098
Activity.onPause(),0.8583880815586227
android.permission.ACCESS_NETWORK_STATE,0.8466017945663267
android.permission.ACCESS_WIFI_STATE,0.838990722278349
android.intent.category.LAUNCHER,0.804158767013539
"Activity.onKeyDown(int, android.view.KeyEvent)",0.7991421735540283
WifiInfo.getMacAddress(),0.7266258448087841
LocationManager.getLastKnownLocation(java.lang.String),0.7125891131249107
ConnectivityManager.getNetworkInfo(int),0.6570078957923604
android.permission.GET_TASKS,0.6109935491147809
TelephonyManager.getNetworkType(),0.6096668436408903
"JSONObject.optInt(java.lang.String, int)",0.593593886654582
"PowerManager.newWakeLock(int, java.lang.String)",0.5508233555515316
android.permission.WAKE_LOCK,0.5378234790931673
"Context.bindService(android.content.Intent, android.content.ServiceConnection, int)",0.5270752746109784
LocationManager.removeUpdates(android.location.LocationListener),0.5174694522548444
ConnectivityManager.isActiveNetworkMetered(),0.512846917241748
android.permission.ACCESS_FINE_LOCATION,0.490564334045855
android.permission.ACCESS_COARSE_LOCATION,0.4802144554573031
TelephonyManager.getLine1Number(),0.47446342251145346
Loader.reset(),0.4678086250603375
System.nanoTime(),0.4638867630322805
android.permission.CHANGE_WIFI_STATE,0.4628947258126246
android.permission.SYSTEM_ALERT_WINDOW,0.4593123204884737
android.permission.MOUNT_UNMOUNT_FILESYSTEMS,0.45651770004961545
TelephonyManager.getCellLocation(),0.4495021245087303
android.permission.VIBRATE,0.43796810170562317
WifiManager.getScanResults(),0.4321305450256574
TrafficStats.untagSocket(java.net.Socket),0.41102641133447637
ListFragment.setListShown(boolean),0.4090303103715076
Context.getExternalFilesDir(java.lang.String),0.3975232804770421
android.intent.action.USER_PRESENT,0.37755899944480475
"LocationManager.requestLocationUpdates(java.lang.String, long, float, android.location.LocationListener)",0.37620136828294815
Context.getExternalCacheDir(),0.373665286498567
ConnectivityManager.getAllNetworkInfo(),0.35760139566663973
android.permission.READ_EXTERNAL_STORAGE,0.3453461020199198
android.permission.WRITE_SETTINGS,0.3340041072690152
android.permission.RECEIVE_BOOT_COMPLETED,0.3145009867372668
com.android.launcher.permission.INSTALL_SHORTCUT,0.3083952845510769
android.permission.CHANGE_NETWORK_STATE,0.2976292070641682
DataSetObserver.onChanged(),0.2884408024376661
android.intent.action.BOOT_COMPLETED,0.28294531001192347
android.permission.RECORD_AUDIO,0.2775783472908486
android.permission.READ_LOGS,0.2734153243951498
"SmsManager.sendTextMessage(java.lang.String, java.lang.String, java.lang.String, android.app.PendingIntent, android.app.PendingIntent)",0.2626403575243348
android.permission.GET_ACCOUNTS,0.2436022433394962
Vibrator.cancel(),0.24005131176100658
"AccountManager.invalidateAuthToken(java.lang.String, java.lang.String)",0.2354561011210068
"LocationManager.requestLocationUpdates(java.lang.String, long, float, android.location.LocationListener, android.os.Looper)",0.22554532987728937
"AudioRecord.AudioRecord(int, int, int, int, int)",0.21972062948759952
Context.stopService(android.content.Intent),0.2160721494663651
android.permission.CAMERA,0.20686865632391438
WifiManager.startScan(),0.2042470963474523
SSLSocket.startHandshake(),0.1900634705101032
android.permission.SEND_SMS,0.18996338039458482
"PhoneStateListener.onCallStateChanged(int, java.lang.String)",0.1747812789331693
BluetoothAdapter.getAddress(),0.15882056814420498
TelephonyManager.getDeviceSoftwareVersion(),0.15871554690377554
android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,0.15806880892962205
android.permission.BLUETOOTH,0.1560768568099027
"PackageManager.setComponentEnabledSetting(android.content.ComponentName, int, int)",0.15574581823685296
android.permission.CALL_PHONE,0.14913409576407854
Service.onRebind(android.content.Intent),0.13453095969698836
AccountManager.getAccountsByType(java.lang.String),0.13306095439446963
"Service.startForeground(int, android.app.Notification)",0.13201976685921757
android.permission.DISABLE_KEYGUARD,0.13158993496509908
com.android.launcher.permission.UNINSTALL_SHORTCUT,0.1290385226702231
android.permission.READ_SMS,0.11891080589794623
WifiManager.setWifiEnabled(boolean),0.11884634848704856
Camera.getNumberOfCameras(),0.11621901365821685
android.permission.RECEIVE_SMS,0.11373367602911166
android.permission.BROADCAST_STICKY,0.11202946810480352
android.permission.RESTART_PACKAGES,0.11091331330277576
AccountManager.getAccounts(),0.11010098488277542
android.permission.BLUETOOTH_ADMIN,0.1091498543858922
Time.toMillis(boolean),0.10743468819282587
BluetoothAdapter.isEnabled(),0.10698729790148942
android.permission.SET_WALLPAPER,0.10349888329928802
android.permission.CHANGE_CONFIGURATION,0.10322782497429106
TelephonyManager.getVoiceMailNumber(),0.1012872136006644
android.permission.MODIFY_AUDIO_SETTINGS,0.1010720565568084
WallpaperManager.setBitmap(android.graphics.Bitmap),0.09201401723814406
